# generated by almanac_calendar/_generate/gen_holidays.py — do not hand-edit
# holidays: 0.101
# country: DE
# range: 2000 .. 2100
# note: 祝日は法改正で変わる。上のバージョンが基づいた法令の時点
date,name
2088-10-03,Tag der Deutschen Einheit
2088-12-25,Erster Weihnachtstag
2088-12-26,Zweiter Weihnachtstag
2089-01-01,Neujahr
2089-04-01,Karfreitag
2089-04-04,Ostermontag
2089-05-01,Erster Mai
2089-05-12,Christi Himmelfahrt
2089-05-23,Pfingstmontag
2089-10-03,Tag der Deutschen Einheit
2089-12-25,Erster Weihnachtstag
2089-12-26,Zweiter Weihnachtstag
2090-01-01,Neujahr
2090-04-14,Karfreitag
2090-04-17,Ostermontag
2090-05-01,Erster Mai
2090-05-25,Christi Himmelfahrt
2090-06-05,Pfingstmontag
2090-10-03,Tag der Deutschen Einheit
2090-12-25,Erster Weihnachtstag
2090-12-26,Zweiter Weihnachtstag
2091-01-01,Neujahr
2091-04-06,Karfreitag
2091-04-09,Ostermontag
2091-05-01,Erster Mai
2091-05-17,Christi Himmelfahrt
2091-05-28,Pfingstmontag
2091-10-03,Tag der Deutschen Einheit
2091-12-25,Erster Weihnachtstag
2091-12-26,Zweiter Weihnachtstag
2092-01-01,Neujahr
2092-03-28,Karfreitag
2092-03-31,Ostermontag
2092-05-01,Erster Mai
2092-05-08,Christi Himmelfahrt
2092-05-19,Pfingstmontag
2092-10-03,Tag der Deutschen Einheit
2092-12-25,Erster Weihnachtstag
2092-12-26,Zweiter Weihnachtstag
2093-01-01,Neujahr
2093-04-10,Karfreitag
2093-04-13,Ostermontag
2093-05-01,Erster Mai
2093-05-21,Christi Himmelfahrt
2093-06-01,Pfingstmontag
2093-10-03,Tag der Deutschen Einheit
2093-12-25,Erster Weihnachtstag
2093-12-26,Zweiter Weihnachtstag
2094-01-01,Neujahr
2094-04-02,Karfreitag
2094-04-05,Ostermontag
2094-05-01,Erster Mai
2094-05-13,Christi Himmelfahrt
2094-05-24,Pfingstmontag
2094-10-03,Tag der Deutschen Einheit
2094-12-25,Erster Weihnachtstag
2094-12-26,Zweiter Weihnachtstag
2095-01-01,Neujahr
2095-04-22,Karfreitag
2095-04-25,Ostermontag
2095-05-01,Erster Mai
2095-06-02,Christi Himmelfahrt
2095-06-13,Pfingstmontag
2095-10-03,Tag der Deutschen Einheit
2095-12-25,Erster Weihnachtstag
2095-12-26,Zweiter Weihnachtstag
2096-01-01,Neujahr
2096-04-13,Karfreitag
2096-04-16,Ostermontag
2096-05-01,Erster Mai
2096-05-24,Christi Himmelfahrt
2096-06-04,Pfingstmontag
2096-10-03,Tag der Deutschen Einheit
2096-12-25,Erster Weihnachtstag
2096-12-26,Zweiter Weihnachtstag
2097-01-01,Neujahr
2097-03-29,Karfreitag
2097-04-01,Ostermontag
2097-05-01,Erster Mai
2097-05-09,Christi Himmelfahrt
2097-05-20,Pfingstmontag
2097-10-03,Tag der Deutschen Einheit
2097-12-25,Erster Weihnachtstag
2097-12-26,Zweiter Weihnachtstag
2098-01-01,Neujahr
2098-04-18,Karfreitag
2098-04-21,Ostermontag
2098-05-01,Erster Mai
2098-05-29,Christi Himmelfahrt
2098-06-09,Pfingstmontag
2098-10-03,Tag der Deutschen Einheit
2098-12-25,Erster Weihnachtstag
2098-12-26,Zweiter Weihnachtstag
2099-01-01,Neujahr
2099-04-10,Karfreitag
2099-04-13,Ostermontag
2099-05-01,Erster Mai
2099-05-21,Christi Himmelfahrt
2099-06-01,Pfingstmontag
2099-10-03,Tag der Deutschen Einheit
2099-12-25,Erster Weihnachtstag
2099-12-26,Zweiter Weihnachtstag
2100-01-01,Neujahr
2100-03-26,Karfreitag
2100-03-29,Ostermontag
2100-05-01,Erster Mai
2100-05-06,Christi Himmelfahrt
2100-05-17,Pfingstmontag
2100-10-03,Tag der Deutschen Einheit
2100-12-25,Erster Weihnachtstag
2100-12-26,Zweiter Weihnachtstag
