# generated by almanac_calendar/_generate/gen_koyomi_tables.py — do not hand-edit
# ephem: 4.2.1
# longitude: apparent geocentric (g_ra/g_dec), equinox of date
# range: 1899-11-01 .. 2102-03-01 (UTC, minute resolution)
# supported: 1900-01-01 .. 2100-12-31
utc,longitude
2028-08-22T14:01,150
2028-09-07T02:22,165
2028-09-22T11:45,180
2028-10-07T18:08,195
2028-10-22T21:13,210
2028-11-06T21:27,225
2028-11-21T18:54,240
2028-12-06T14:24,255
2028-12-21T08:19,270
2029-01-05T01:42,285
2029-01-19T19:01,300
2029-02-03T13:20,315
2029-02-18T09:08,330
2029-03-05T07:17,345
2029-03-20T08:02,0
2029-04-04T11:58,15
2029-04-19T18:56,30
2029-05-05T05:08,45
2029-05-20T17:56,60
2029-06-05T09:10,75
2029-06-21T01:48,90
2029-07-06T19:22,105
2029-07-22T12:42,120
2029-08-07T05:12,135
2029-08-22T19:52,150
2029-09-07T08:12,165
2029-09-22T17:38,180
2029-10-07T23:58,195
2029-10-23T03:08,210
2029-11-07T03:17,225
2029-11-22T00:49,240
2029-12-06T20:14,255
2029-12-21T14:14,270
2030-01-05T07:30,285
2030-01-20T00:54,300
2030-02-03T19:08,315
2030-02-18T15:00,330
2030-03-05T13:03,345
2030-03-20T13:52,0
2030-04-04T17:41,15
2030-04-20T00:43,30
2030-05-05T10:46,45
2030-05-20T23:41,60
2030-06-05T14:44,75
2030-06-21T07:31,90
2030-07-07T00:55,105
2030-07-22T18:25,120
2030-08-07T10:47,135
2030-08-23T01:36,150
2030-09-07T13:53,165
2030-09-22T23:27,180
2030-10-08T05:45,195
2030-10-23T09:00,210
2030-11-07T09:08,225
2030-11-22T06:44,240
2030-12-07T02:07,255
2030-12-21T20:09,270
2031-01-05T13:23,285
2031-01-20T06:48,300
2031-02-04T00:58,315
2031-02-18T20:51,330
2031-03-05T18:51,345
2031-03-20T19:41,0
2031-04-04T23:28,15
2031-04-20T06:31,30
2031-05-05T16:35,45
2031-05-21T05:28,60
2031-06-05T20:36,75
2031-06-21T13:17,90
2031-07-07T06:49,105
2031-07-23T00:10,120
2031-08-07T16:43,135
2031-08-23T07:23,150
2031-09-07T19:50,165
2031-09-23T05:15,180
2031-10-08T11:43,195
2031-10-23T14:49,210
2031-11-07T15:05,225
2031-11-22T12:32,240
2031-12-07T08:03,255
2031-12-22T01:55,270
2032-01-05T19:16,285
2032-01-20T12:31,300
2032-02-04T06:49,315
2032-02-19T02:32,330
2032-03-05T00:40,345
2032-03-20T01:22,0
2032-04-04T05:17,15
2032-04-19T12:14,30
2032-05-04T22:26,45
2032-05-20T11:15,60
2032-06-05T02:28,75
2032-06-20T19:09,90
2032-07-06T12:41,105
2032-07-22T06:05,120
2032-08-06T22:33,135
2032-08-22T13:18,150
2032-09-07T01:38,165
2032-09-22T11:11,180
2032-10-07T17:30,195
2032-10-22T20:46,210
2032-11-06T20:54,225
2032-11-21T18:31,240
2032-12-06T13:53,255
2032-12-21T07:56,270
2033-01-05T01:08,285
2033-01-19T18:32,300
2033-02-03T12:41,315
2033-02-18T08:33,330
2033-03-05T06:32,345
2033-03-20T07:22,0
2033-04-04T11:08,15
2033-04-19T18:13,30
2033-05-05T04:14,45
2033-05-20T17:11,60
2033-06-05T08:13,75
2033-06-21T01:01,90
2033-07-06T18:25,105
2033-07-22T11:53,120
2033-08-07T04:16,135
2033-08-22T19:02,150
2033-09-07T07:20,165
2033-09-22T16:51,180
2033-10-07T23:14,195
2033-10-23T02:27,210
2033-11-07T02:41,225
2033-11-22T00:16,240
2033-12-06T19:45,255
2033-12-21T13:46,270
2034-01-05T07:04,285
2034-01-20T00:27,300
2034-02-03T18:41,315
2034-02-18T14:30,330
2034-03-05T12:32,345
2034-03-20T13:17,0
2034-04-04T17:06,15
2034-04-20T00:04,30
2034-05-05T10:09,45
2034-05-20T22:57,60
2034-06-05T14:07,75
2034-06-21T06:44,90
2034-07-07T00:18,105
2034-07-22T17:36,120
2034-08-07T10:09,135
2034-08-23T00:48,150
2034-09-07T13:14,165
2034-09-22T22:39,180
2034-10-08T05:07,195
2034-10-23T08:16,210
2034-11-07T08:33,225
2034-11-22T06:05,240
2034-12-07T01:36,255
2034-12-21T19:34,270
2035-01-05T12:55,285
2035-01-20T06:14,300
2035-02-04T00:31,315
2035-02-18T20:16,330
2035-03-05T18:21,345
2035-03-20T19:02,0
2035-04-04T22:54,15
2035-04-20T05:49,30
2035-05-05T15:55,45
2035-05-21T04:43,60
2035-06-05T19:51,75
2035-06-21T12:33,90
2035-07-07T06:01,105
2035-07-22T23:29,120
2035-08-07T15:54,135
2035-08-23T06:44,150
2035-09-07T19:02,165
2035-09-23T04:39,180
2035-10-08T10:57,195
2035-10-23T14:16,210
2035-11-07T14:24,225
2035-11-22T12:03,240
2035-12-07T07:25,255
2035-12-22T01:30,270
2036-01-05T18:43,285
2036-01-20T12:11,300
2036-02-04T06:19,315
2036-02-19T02:14,330
2036-03-05T00:11,345
2036-03-20T01:03,0
2036-04-04T04:46,15
2036-04-19T11:50,30
2036-05-04T21:49,45
2036-05-20T10:45,60
2036-06-05T01:47,75
2036-06-20T18:32,90
2036-07-06T11:57,105
2036-07-22T05:23,120
2036-08-06T21:49,135
2036-08-22T12:32,150
2036-09-07T00:55,165
2036-09-22T10:23,180
2036-10-07T16:49,195
2036-10-22T19:59,210
2036-11-06T20:14,225
2036-11-21T17:45,240
2036-12-06T13:16,255
2036-12-21T07:12,270
2037-01-05T00:34,285
2037-01-19T17:53,300
2037-02-03T12:11,315
2037-02-18T07:59,330
2037-03-05T06:06,345
2037-03-20T06:50,0
2037-04-04T10:44,15
2037-04-19T17:40,30
2037-05-05T03:49,45
2037-05-20T16:35,60
2037-06-05T07:47,75
2037-06-21T00:22,90
2037-07-06T17:55,105
2037-07-22T11:12,120
2037-08-07T03:43,135
2037-08-22T18:22,150
2037-09-07T06:45,165
2037-09-22T16:13,180
2037-10-07T22:37,195
2037-10-23T01:50,210
2037-11-07T02:04,225
2037-11-21T23:38,240
2037-12-06T19:07,255
2037-12-21T13:07,270
2038-01-05T06:26,285
2038-01-19T23:48,300
2038-02-03T18:03,315
2038-02-18T13:52,330
2038-03-05T11:55,345
2038-03-20T12:40,0
2038-04-04T16:29,15
2038-04-19T23:28,30
2038-05-05T09:31,45
2038-05-20T22:22,60
2038-06-05T13:25,75
2038-06-21T06:09,90
2038-07-06T23:32,105
2038-07-22T17:00,120
2038-08-07T09:21,135
2038-08-23T00:10,150
2038-09-07T12:26,165
2038-09-22T22:02,180
2038-10-08T04:21,195
2038-10-23T07:40,210
2038-11-07T07:50,225
2038-11-22T05:31,240
2038-12-07T00:56,255
2038-12-21T19:02,270
2039-01-05T12:16,285
2039-01-20T05:43,300
2039-02-03T23:52,315
2039-02-18T19:45,330
2039-03-05T17:43,345
2039-03-20T18:32,0
2039-04-04T22:15,15
2039-04-20T05:17,30
2039-05-05T15:18,45
2039-05-21T04:11,60
2039-06-05T19:15,75
2039-06-21T11:57,90
2039-07-07T05:26,105
2039-07-22T22:48,120
2039-08-07T15:18,135
2039-08-23T05:58,150
2039-09-07T18:24,165
2039-09-23T03:49,180
2039-10-08T10:17,195
2039-10-23T13:25,210
2039-11-07T13:42,225
2039-11-22T11:12,240
2039-12-07T06:45,255
2039-12-22T00:40,270
2040-01-05T18:03,285
2040-01-20T11:21,300
2040-02-04T05:39,315
2040-02-19T01:23,330
2040-03-04T23:31,345
2040-03-20T00:11,0
2040-04-04T04:05,15
2040-04-19T10:59,30
2040-05-04T21:09,45
2040-05-20T09:55,60
2040-06-05T01:08,75
2040-06-20T17:46,90
2040-07-06T11:19,105
2040-07-22T04:41,120
2040-08-06T21:10,135
2040-08-22T11:53,150
2040-09-07T00:14,165
2040-09-22T09:45,180
2040-10-07T16:05,195
2040-10-22T19:19,210
2040-11-06T19:29,225
2040-11-21T17:05,240
2040-12-06T12:30,255
2040-12-21T06:32,270
2041-01-04T23:48,285
2041-01-19T17:13,300
2041-02-03T11:25,315
2041-02-18T07:17,330
2041-03-05T05:17,345
2041-03-20T06:06,0
2041-04-04T09:52,15
2041-04-19T16:55,30
2041-05-05T02:54,45
2041-05-20T15:49,60
2041-06-05T06:50,75
2041-06-20T23:36,90
2041-07-06T16:58,105
2041-07-22T10:26,120
2041-08-07T02:48,135
2041-08-22T17:36,150
2041-09-07T05:53,165
2041-09-22T15:26,180
2041-10-07T21:47,195
2041-10-23T01:02,210
2041-11-07T01:13,225
2041-11-21T22:49,240
2041-12-06T18:15,255
2041-12-21T12:18,270
2042-01-05T05:35,285
2042-01-19T23:00,300
2042-02-03T17:12,315
2042-02-18T13:04,330
2042-03-05T11:05,345
2042-03-20T11:53,0
2042-04-04T15:40,15
2042-04-19T22:39,30
2042-05-05T08:43,45
2042-05-20T21:31,60
2042-06-05T12:38,75
2042-06-21T05:16,90
2042-07-06T22:47,105
2042-07-22T16:06,120
2042-08-07T08:39,135
2042-08-22T23:18,150
2042-09-07T11:45,165
2042-09-22T21:11,180
2042-10-08T03:40,195
2042-10-23T06:49,210
2042-11-07T07:07,225
2042-11-22T04:37,240
2042-12-07T00:09,255
2042-12-21T18:04,270
2043-01-05T11:25,285
2043-01-20T04:41,300
2043-02-03T22:58,315
2043-02-18T18:41,330
2043-03-05T16:47,345
2043-03-20T17:27,0
2043-04-04T21:20,15
2043-04-20T04:14,30
2043-05-05T14:22,45
2043-05-21T03:09,60
2043-06-05T18:18,75
2043-06-21T10:58,90
2043-07-07T04:28,105
2043-07-22T21:53,120
2043-08-07T14:20,135
2043-08-23T05:09,150
2043-09-07T17:30,165
2043-09-23T03:07,180
2043-10-08T09:27,195
2043-10-23T12:46,210
2043-11-07T12:55,225
2043-11-22T10:35,240
2043-12-07T05:57,255
2043-12-22T00:01,270
2044-01-05T17:12,285
2044-01-20T10:37,300
2044-02-04T04:44,315
2044-02-19T00:35,330
2044-03-04T22:31,345
2044-03-19T23:20,0
2044-04-04T03:03,15
2044-04-19T10:06,30
2044-05-04T20:05,45
2044-05-20T09:02,60
2044-06-05T00:04,75
2044-06-20T16:51,90
2044-07-06T10:16,105
2044-07-22T03:43,120
2044-08-06T20:08,135
2044-08-22T10:54,150
2044-09-06T23:16,165
2044-09-22T08:47,180
2044-10-07T15:13,195
2044-10-22T18:26,210
2044-11-06T18:41,225
2044-11-21T16:15,240
2044-12-06T11:45,255
2044-12-21T05:43,270
2045-01-04T23:02,285
2045-01-19T16:22,300
2045-02-03T10:36,315
2045-02-18T06:22,330
2045-03-05T04:25,345
2045-03-20T05:07,0
2045-04-04T08:57,15
2045-04-19T15:52,30
2045-05-05T01:59,45
2045-05-20T14:46,60
2045-06-05T05:57,75
2045-06-20T22:34,90
2045-07-06T16:08,105
2045-07-22T09:26,120
2045-08-07T01:59,135
2045-08-22T16:39,150
2045-09-07T05:05,165
2045-09-22T14:32,180
2045-10-07T21:00,195
2045-10-23T00:12,210
2045-11-07T00:29,225
2045-11-21T22:03,240
2045-12-06T17:35,255
2045-12-21T11:35,270
2046-01-05T04:55,285
2046-01-19T22:15,300
2046-02-03T16:30,315
2046-02-18T12:15,330
2046-03-05T10:17,345
2046-03-20T10:57,0
2046-04-04T14:44,15
2046-04-19T21:39,30
2046-05-05T07:40,45
2046-05-20T20:28,60
2046-06-05T11:32,75
2046-06-21T04:14,90
2046-07-06T21:40,105
2046-07-22T15:08,120
2046-08-07T07:33,135
2046-08-22T22:24,150
2046-09-07T10:43,165
2046-09-22T20:21,180
2046-10-08T02:42,195
2046-10-23T06:03,210
2046-11-07T06:14,225
2046-11-22T03:56,240
2046-12-06T23:21,255
2046-12-21T17:28,270
2047-01-05T10:42,285
2047-01-20T04:09,300
2047-02-03T22:17,315
2047-02-18T18:10,330
2047-03-05T16:05,345
2047-03-20T16:52,0
2047-04-04T20:32,15
2047-04-20T03:32,30
2047-05-05T13:28,45
2047-05-21T02:20,60
2047-06-05T17:21,75
2047-06-21T10:03,90
2047-07-07T03:30,105
2047-07-22T20:55,120
2047-08-07T13:26,135
2047-08-23T04:10,150
2047-09-07T16:38,165
2047-09-23T02:08,180
2047-10-08T08:37,195
2047-10-23T11:48,210
2047-11-07T12:07,225
2047-11-22T09:38,240
2047-12-07T05:10,255
2047-12-21T23:07,270
2048-01-05T16:29,285
2048-01-20T09:46,300
2048-02-04T04:04,315
2048-02-18T23:48,330
2048-03-04T21:54,345
2048-03-19T22:33,0
2048-04-04T02:25,15
2048-04-19T09:17,30
2048-05-04T19:24,45
2048-05-20T08:08,60
2048-06-04T23:18,75
2048-06-20T15:54,90
2048-07-06T09:26,105
2048-07-22T02:47,120
2048-08-06T19:18,135
2048-08-22T10:02,150
2048-09-06T22:28,165
2048-09-22T08:00,180
2048-10-07T14:26,195
2048-10-22T17:42,210
2048-11-06T17:56,225
2048-11-21T15:33,240
2048-12-06T11:00,255
2048-12-21T05:02,270
2049-01-04T22:18,285
2049-01-19T15:41,300
2049-02-03T09:53,315
2049-02-18T05:42,330
2049-03-05T03:42,345
2049-03-20T04:28,0
2049-04-04T08:14,15
2049-04-19T15:13,30
2049-05-05T01:12,45
2049-05-20T14:03,60
2049-06-05T05:03,75
2049-06-20T21:47,90
2049-07-06T15:08,105
2049-07-22T08:36,120
2049-08-07T00:58,135
2049-08-22T15:47,150
2049-09-07T04:05,165
2049-09-22T13:42,180
2049-10-07T20:04,195
2049-10-22T23:25,210
2049-11-06T23:38,225
2049-11-21T21:19,240
2049-12-06T16:46,255
2049-12-21T10:52,270
2050-01-05T04:07,285
2050-01-19T21:33,300
2050-02-03T15:43,315
2050-02-18T11:34,330
2050-03-05T09:32,345
2050-03-20T10:19,0
2050-04-04T14:03,15
2050-04-19T21:02,30
2050-05-05T07:02,45
2050-05-20T19:50,60
2050-06-05T10:54,75
2050-06-21T03:33,90
2050-07-06T21:01,105
2050-07-22T14:21,120
2050-08-07T06:52,135
2050-08-22T21:32,150
2050-09-07T10:00,165
2050-09-22T19:28,180
2050-10-08T02:00,195
2050-10-23T05:11,210
2050-11-07T05:33,225
2050-11-22T03:06,240
2050-12-06T22:41,255
2050-12-21T16:38,270
2051-01-05T10:01,285
2051-01-20T03:18,300
2051-02-03T21:35,315
2051-02-18T17:17,330
2051-03-05T15:21,345
2051-03-20T15:59,0
2051-04-04T19:49,15
2051-04-20T02:40,30
2051-05-05T12:47,45
2051-05-21T01:31,60
2051-06-05T16:40,75
2051-06-21T09:18,90
2051-07-07T02:49,105
2051-07-22T20:13,120
2051-08-07T12:41,135
2051-08-23T03:29,150
2051-09-07T15:51,165
2051-09-23T01:27,180
2051-10-08T07:50,195
2051-10-23T11:10,210
2051-11-07T11:22,225
2051-11-22T09:02,240
2051-12-07T04:28,255
2051-12-21T22:33,270
2052-01-05T15:48,285
2052-01-20T09:14,300
2052-02-04T03:22,315
2052-02-18T23:13,330
2052-03-04T21:09,345
2052-03-19T21:56,0
2052-04-04T01:37,15
2052-04-19T08:37,30
2052-05-04T18:34,45
2052-05-20T07:29,60
2052-06-04T22:29,75
2052-06-20T15:16,90
2052-07-06T08:40,105
2052-07-22T02:08,120
2052-08-06T18:33,135
2052-08-22T09:21,150
2052-09-06T21:42,165
2052-09-22T07:15,180
2052-10-07T13:39,195
2052-10-22T16:55,210
2052-11-06T17:09,225
2052-11-21T14:45,240
2052-12-06T10:15,255
2052-12-21T04:17,270
2053-01-04T21:35,285
2053-01-19T14:59,300
2053-02-03T09:12,315
2053-02-18T05:01,330
2053-03-05T03:03,345
2053-03-20T03:47,0
2053-04-04T07:34,15
2053-04-19T14:30,30
2053-05-05T00:33,45
2053-05-20T13:19,60
2053-06-05T04:27,75
2053-06-20T21:04,90
2053-07-06T14:37,105
2053-07-22T07:56,120
2053-08-07T00:30,135
2053-08-22T15:10,150
2053-09-07T03:38,165
2053-09-22T13:06,180
2053-10-07T19:36,195
2053-10-22T22:47,210
2053-11-06T23:06,225
2053-11-21T20:38,240
2053-12-06T16:11,255
2053-12-21T10:09,270
2054-01-05T03:32,285
2054-01-19T20:50,300
2054-02-03T15:07,315
2054-02-18T10:51,330
2054-03-05T08:55,345
2054-03-20T09:34,0
2054-04-04T13:22,15
2054-04-19T20:15,30
2054-05-05T06:17,45
2054-05-20T19:03,60
2054-06-05T10:07,75
2054-06-21T02:47,90
2054-07-06T20:13,105
2054-07-22T13:40,120
2054-08-07T06:07,135
2054-08-22T20:58,150
2054-09-07T09:19,165
2054-09-22T18:59,180
2054-10-08T01:22,195
2054-10-23T04:44,210
2054-11-07T04:56,225
2054-11-22T02:38,240
2054-12-06T22:03,255
2054-12-21T16:09,270
2055-01-05T09:22,285
2055-01-20T02:48,300
2055-02-03T20:55,315
2055-02-18T16:47,330
2055-03-05T14:41,345
2055-03-20T15:28,0
2055-04-04T19:08,15
2055-04-20T02:08,30
2055-05-05T12:03,45
2055-05-21T00:56,60
2055-06-05T15:55,75
2055-06-21T08:39,90
2055-07-07T02:05,105
2055-07-22T19:32,120
2055-08-07T12:01,135
2055-08-23T02:48,150
2055-09-07T15:15,165
2055-09-23T00:48,180
2055-10-08T07:18,195
2055-10-23T10:33,210
2055-11-07T10:52,225
2055-11-22T08:26,240
2055-12-07T03:58,255
2055-12-21T21:55,270
2056-01-05T15:15,285
2056-01-20T08:32,300
2056-02-04T02:46,315
2056-02-18T22:29,330
2056-03-04T20:31,345
2056-03-19T21:10,0
2056-04-04T00:59,15
2056-04-19T07:52,30
2056-05-04T17:57,45
2056-05-20T06:41,60
2056-06-04T21:52,75
2056-06-20T14:28,90
2056-07-06T08:02,105
2056-07-22T01:22,120
2056-08-06T17:56,135
2056-08-22T08:39,150
2056-09-06T21:07,165
2056-09-22T06:39,180
2056-10-07T13:09,195
2056-10-22T16:25,210
2056-11-06T16:43,225
2056-11-21T14:20,240
2056-12-06T09:50,255
2056-12-21T03:51,270
2057-01-04T21:09,285
2057-01-19T14:29,300
2057-02-03T08:42,315
2057-02-18T04:27,330
2057-03-05T02:26,345
2057-03-20T03:07,0
2057-04-04T06:52,15
2057-04-19T13:47,30
2057-05-04T23:46,45
2057-05-20T12:35,60
2057-06-05T03:36,75
2057-06-20T20:19,90
2057-07-06T13:42,105
2057-07-22T07:10,120
2057-08-06T23:33,135
2057-08-22T14:25,150
2057-09-07T02:44,165
2057-09-22T12:23,180
2057-10-07T18:46,195
2057-10-22T22:08,210
2057-11-06T22:22,225
2057-11-21T20:06,240
2057-12-06T15:34,255
2057-12-21T09:42,270
2058-01-05T02:58,285
2058-01-19T20:25,300
2058-02-03T14:34,315
2058-02-18T10:25,330
2058-03-05T08:19,345
2058-03-20T09:04,0
2058-04-04T12:43,15
2058-04-19T19:40,30
2058-05-05T05:36,45
2058-05-20T18:24,60
2058-06-05T09:24,75
2058-06-21T02:04,90
2058-07-06T19:31,105
2058-07-22T12:53,120
2058-08-07T05:25,135
2058-08-22T20:08,150
2058-09-07T08:37,165
2058-09-22T18:08,180
2058-10-08T00:41,195
2058-10-23T03:54,210
2058-11-07T04:16,225
2058-11-22T01:50,240
2058-12-06T21:26,255
2058-12-21T15:24,270
2059-01-05T08:48,285
2059-01-20T02:06,300
2059-02-03T20:23,315
2059-02-18T16:05,330
2059-03-05T14:08,345
2059-03-20T14:44,0
2059-04-04T18:32,15
2059-04-20T01:20,30
2059-05-05T11:23,45
2059-05-21T00:04,60
2059-06-05T15:12,75
2059-06-21T07:47,90
2059-07-07T01:18,105
2059-07-22T18:40,120
2059-08-07T11:12,135
2059-08-23T02:00,150
2059-09-07T14:26,165
2059-09-23T00:03,180
2059-10-08T06:30,195
2059-10-23T09:50,210
2059-11-07T10:05,225
2059-11-22T07:45,240
2059-12-07T03:13,255
2059-12-21T21:17,270
2060-01-05T14:33,285
2060-01-20T07:57,300
2060-02-04T02:07,315
2060-02-18T21:57,330
2060-03-04T19:53,345
2060-03-19T20:38,0
2060-04-04T00:19,15
2060-04-19T07:17,30
2060-05-04T17:12,45
2060-05-20T06:03,60
2060-06-04T21:01,75
2060-06-20T13:45,90
2060-07-06T07:07,105
2060-07-22T00:35,120
2060-08-06T16:59,135
2060-08-22T07:49,150
2060-09-06T20:10,165
2060-09-22T05:48,180
2060-10-07T12:13,195
2060-10-22T15:33,210
2060-11-06T15:48,225
2060-11-21T13:28,240
2060-12-06T08:57,255
2060-12-21T03:01,270
2061-01-04T20:18,285
2061-01-19T13:42,300
2061-02-03T07:53,315
2061-02-18T03:42,330
2061-03-05T01:41,345
2061-03-20T02:26,0
2061-04-04T06:10,15
2061-04-19T13:06,30
2061-05-04T23:06,45
2061-05-20T11:52,60
2061-06-05T02:56,75
2061-06-20T19:32,90
2061-07-06T13:02,105
2061-07-22T06:20,120
2061-08-06T22:52,135
2061-08-22T13:33,150
2061-09-07T02:02,165
2061-09-22T11:31,180
2061-10-07T18:04,195
2061-10-22T21:17,210
2061-11-06T21:39,225
2061-11-21T19:14,240
2061-12-06T14:50,255
2061-12-21T08:48,270
2062-01-05T02:12,285
2062-01-19T19:29,300
2062-02-03T13:46,315
2062-02-18T09:28,330
2062-03-05T07:31,345
2062-03-20T08:07,0
2062-04-04T11:55,15
2062-04-19T18:44,30
2062-05-05T04:47,45
2062-05-20T17:29,60
2062-06-05T08:34,75
2062-06-21T01:11,90
2062-07-06T18:38,105
2062-07-22T12:02,120
2062-08-07T04:28,135
2062-08-22T19:18,150
2062-09-07T07:40,165
2062-09-22T17:19,180
2062-10-07T23:44,195
2062-10-23T03:08,210
2062-11-07T03:22,225
2062-11-22T01:06,240
2062-12-06T20:34,255
2062-12-21T14:42,270
2063-01-05T07:56,285
2063-01-20T01:23,300
2063-02-03T19:30,315
2063-02-18T15:21,330
2063-03-05T13:14,345
2063-03-20T13:59,0
2063-04-04T17:36,15
2063-04-20T00:34,30
2063-05-05T10:28,45
2063-05-20T23:19,60
2063-06-05T14:17,75
2063-06-21T07:01,90
2063-07-07T00:25,105
2063-07-22T17:53,120
2063-08-07T10:20,135
2063-08-23T01:08,150
2063-09-07T13:33,165
2063-09-22T23:08,180
2063-10-08T05:36,195
2063-10-23T08:53,210
2063-11-07T09:11,225
2063-11-22T06:48,240
2063-12-07T02:20,255
2063-12-21T20:20,270
2064-01-05T13:41,285
2064-01-20T07:01,300
2064-02-04T01:14,315
2064-02-18T20:59,330
2064-03-04T18:59,345
2064-03-19T19:38,0
2064-04-03T23:24,15
2064-04-19T06:15,30
2064-05-04T16:18,45
2064-05-20T05:01,60
2064-06-04T20:10,75
2064-06-20T12:45,90
2064-07-06T06:19,105
2064-07-21T23:39,120
2064-08-06T16:14,135
2064-08-22T06:56,150
2064-09-06T19:26,165
2064-09-22T04:56,180
2064-10-07T11:27,195
2064-10-22T14:42,210
2064-11-06T15:01,225
2064-11-21T12:36,240
2064-12-06T08:09,255
2064-12-21T02:08,270
2065-01-04T19:29,285
2065-01-19T12:48,300
2065-02-03T07:03,315
2065-02-18T02:47,330
2065-03-05T00:48,345
2065-03-20T01:28,0
2065-04-04T05:13,15
2065-04-19T12:05,30
2065-05-04T22:05,45
2065-05-20T10:50,60
2065-06-05T01:52,75
2065-06-20T18:32,90
2065-07-06T11:56,105
2065-07-22T05:24,120
2065-08-06T21:49,135
2065-08-22T12:41,150
2065-09-07T01:01,165
2065-09-22T10:42,180
2065-10-07T17:05,195
2065-10-22T20:29,210
2065-11-06T20:42,225
2065-11-21T18:26,240
2065-12-06T13:52,255
2065-12-21T08:00,270
2066-01-05T01:14,285
2066-01-19T18:41,300
2066-02-03T12:49,315
2066-02-18T08:40,330
2066-03-05T06:33,345
2066-03-20T07:19,0
2066-04-04T10:57,15
2066-04-19T17:55,30
2066-05-05T03:48,45
2066-05-20T16:37,60
2066-06-05T07:35,75
2066-06-21T00:16,90
2066-07-06T17:41,105
2066-07-22T11:06,120
2066-08-07T03:36,135
2066-08-22T18:23,150
2066-09-07T06:53,165
2066-09-22T16:26,180
2066-10-07T23:00,195
2066-10-23T02:16,210
2066-11-07T02:39,225
2066-11-22T00:13,240
2066-12-06T19:48,255
2066-12-21T13:45,270
2067-01-05T07:06,285
2067-01-20T00:22,300
2067-02-03T18:37,315
2067-02-18T14:17,330
2067-03-05T12:18,345
2067-03-20T12:53,0
2067-04-04T16:40,15
2067-04-19T23:28,30
2067-05-05T09:32,45
2067-05-20T22:12,60
2067-06-05T13:21,75
2067-06-21T05:56,90
2067-07-06T23:29,105
2067-07-22T16:50,120
2067-08-07T09:25,135
2067-08-23T00:12,150
2067-09-07T12:42,165
2067-09-22T22:19,180
2067-10-08T04:50,195
2067-10-23T08:11,210
2067-11-07T08:30,225
2067-11-22T06:10,240
2067-12-07T01:40,255
2067-12-21T19:42,270
2068-01-05T12:59,285
2068-01-20T06:19,300
2068-02-04T00:28,315
2068-02-18T20:13,330
2068-03-04T18:08,345
2068-03-19T18:48,0
2068-04-03T22:29,15
2068-04-19T05:24,30
2068-05-04T15:20,45
2068-05-20T04:09,60
2068-06-04T19:09,75
2068-06-20T11:53,90
2068-07-06T05:16,105
2068-07-21T22:46,120
2068-08-06T15:11,135
2068-08-22T06:03,150
2068-09-06T18:25,165
2068-09-22T04:06,180
2068-10-07T10:32,195
2068-10-22T13:56,210
2068-11-06T14:13,225
2068-11-21T11:56,240
2068-12-06T07:25,255
2068-12-21T01:32,270
2069-01-04T18:48,285
2069-01-19T12:12,300
2069-02-03T06:20,315
2069-02-18T02:08,330
2069-03-05T00:02,345
2069-03-20T00:44,0
2069-04-04T04:23,15
2069-04-19T11:18,30
2069-05-04T21:14,45
2069-05-20T10:00,60
2069-06-05T01:03,75
2069-06-20T17:41,90
2069-07-06T11:10,105
2069-07-22T04:32,120
2069-08-06T21:05,135
2069-08-22T11:49,150
2069-09-07T00:20,165
2069-09-22T09:51,180
2069-10-07T16:26,195
2069-10-22T19:41,210
2069-11-06T20:07,225
2069-11-21T17:43,240
2069-12-06T13:22,255
2069-12-21T07:21,270
2070-01-05T00:47,285
2070-01-19T18:04,300
2070-02-03T12:21,315
2070-02-18T08:00,330
2070-03-05T06:02,345
2070-03-20T06:34,0
2070-04-04T10:19,15
2070-04-19T17:04,30
2070-05-05T03:04,45
2070-05-20T15:43,60
2070-06-05T06:47,75
2070-06-20T23:22,90
2070-07-06T16:52,105
2070-07-22T10:15,120
2070-08-07T02:46,135
2070-08-22T17:37,150
2070-09-07T06:03,165
2070-09-22T15:44,180
2070-10-07T22:13,195
2070-10-23T01:38,210
2070-11-07T01:55,225
2070-11-21T23:40,240
2070-12-06T19:10,255
2070-12-21T13:19,270
2071-01-05T06:35,285
2071-01-20T00:02,300
2071-02-03T18:10,315
2071-02-18T13:59,330
2071-03-05T11:52,345
2071-03-20T12:34,0
2071-04-04T16:10,15
2071-04-19T23:04,30
2071-05-05T08:55,45
2071-05-20T21:42,60
2071-06-05T12:37,75
2071-06-21T05:20,90
2071-07-06T22:42,105
2071-07-22T16:12,120
2071-08-07T08:39,135
2071-08-22T23:31,150
2071-09-07T11:57,165
2071-09-22T21:37,180
2071-10-08T04:07,195
2071-10-23T07:28,210
2071-11-07T07:48,225
2071-11-22T05:28,240
2071-12-07T01:00,255
2071-12-21T19:03,270
2072-01-05T12:22,285
2072-01-20T05:44,300
2072-02-03T23:56,315
2072-02-18T19:42,330
2072-03-04T17:40,345
2072-03-19T18:20,0
2072-04-03T22:03,15
2072-04-19T04:54,30
2072-05-04T14:53,45
2072-05-20T03:35,60
2072-06-04T18:39,75
2072-06-20T11:13,90
2072-07-06T04:45,105
2072-07-21T22:04,120
2072-08-06T14:39,135
2072-08-22T05:22,150
2072-09-06T17:55,165
2072-09-22T03:27,180
2072-10-07T10:03,195
2072-10-22T13:19,210
2072-11-06T13:43,225
2072-11-21T11:20,240
2072-12-06T06:56,255
2072-12-21T00:55,270
2073-01-04T18:18,285
